,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,title_clean,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,primaryTitle_clean,averageRating,numVotes
4914,s7920,Movie,Saeed Mirza: The Leftist Sufi,"Kireet Khurana, Padmakumar Narasimhamurthy",Saeed Akhtar Mirza,India,"May 1, 2017",2016,TV-MA,61 min,"Documentaries, International Movies",This documentary profiles the celebrated Hindi film director known as much for his embrace of leftist politics and social concerns as lyrical cinema.,saeed mirza: the leftist sufi,tt6741178,movie,Saeed Mirza: The Leftist Sufi,Saeed Mirza: The Leftist Sufi,0.0,2016.0,,61,Documentary,saeed mirza: the leftist sufi,7.8,33.0
4915,s7921,Movie,Safety Not Guaranteed,Colin Trevorrow,"Aubrey Plaza, Mark Duplass, Jake Johnson, Mary Lynn Rajskub, Jeff Garlin, Kristen Bell, Jenica Bergere, Karan Soni",United States,"August 13, 2020",2012,R,86 min,"Comedies, Independent Movies, Romantic Movies","A team of journalists are sent to find out who's behind a classified ad seeking a companion for time travel, then must decide how to approach him.",safety not guaranteed,tt1862079,movie,Safety Not Guaranteed,Safety Not Guaranteed,0.0,2012.0,,86,"Adventure,Comedy,Drama",safety not guaranteed,6.9,133287.0
4916,s7922,Movie,Saheb Bibi Golaam,Pratim D. Gupta,"Anjan Dutt, Swastika Mukherjee, Ritwick Chakraborty, Parno Mittra, Bikram Chatterjee, Sohag Sen, Sumanta Mukherjee, Arun Mukhopadhyay",India,"January 1, 2017",2016,TV-MA,118 min,"Dramas, International Movies","A charming cabbie, a cop turned assassin and a housewife who’s also a hooker share one thing in common: a bizarre and violent afternoon in Kolkata.",saheb bibi golaam,tt4943558,movie,Saheb Bibi Golaam,Saheb Bibi Golaam,0.0,2016.0,,121,"Action,Crime,Drama",saheb bibi golaam,6.4,712.0
4917,s7923,Movie,Sairat,Nagraj Manjule,"Rinku Rajguru, Akash Thosar, Arbaz Shaikh, Tanaji Galgunde, Suresh Vishwakarma",India,"April 1, 2018",2016,TV-14,173 min,"Dramas, International Movies, Romantic Movies","When two college students – a rich man’s daughter and a fisherman’s son – defy social edicts by falling in love, violence erupts in their village.",sairat,tt5312232,movie,Sairat,Sairat,0.0,2016.0,,174,"Drama,Romance",sairat,8.3,15393.0
4918,s7924,Movie,Sakhi,Sanjay Soorkar,"Ashok Saraf, Sonali Kulkarni, Subodh Bhave, Usha Nadkarni, Raghavendra Kadkol, Pushkar Shrotri, Lokesh Gupte, Santosh Juvekar, Jyoti Joshi, Kishor Mahabole",India,"February 15, 2018",2007,TV-PG,152 min,"Dramas, International Movies, Music & Musicals","Caught in a downward spiral of failed career moves, misguided ambitions and bad relations, a pair of lost souls find hope in an unexpected friendship.",sakhi,tt1228751,movie,Sakhi,Sakhi,0.0,2007.0,,140,Drama,sakhi,6.9,44.0
4919,s7925,Movie,Salem: His Sister's Father,Mohamed Hamdy,"Mohamed Ragab, Horeya Farghaly, Ayten Amer, Mohamed Al Shakankeery, Reem Al Baroudi, Badria Tolba, Hesham Ismail, Maher Essam, Hassan Abdulfattah, Aliaa Al-Husseini",Egypt,"June 22, 2019",2014,TV-14,99 min,"Dramas, International Movies","A street vendor's simple life is turned upside down after the Egyptian revolution of 2011, forcing him to contend with criminals and cops alike.",salem: his sister's father,tt3703498,movie,Salem: His Sister's Father,Salem Abu Ukhtuh,0.0,2014.0,,99,"Comedy,Drama",salem: his sister's father,3.1,141.0
4920,s7926,Movie,Samantaral,Partha Chakraborty,"Riddhi Sen, Parambrata Chatterjee, Soumitra Chatterjee, Aparajita Adhya, Tanusree Chakraborty, Kushal Chakraborty, Anindya Banerjee, Surangana Banerjee",India,"September 15, 2018",2017,TV-MA,110 min,"Dramas, International Movies","On a family visit, a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years.",samantaral,tt7746986,movie,Samantaral,Samantaral,0.0,2017.0,,114,Drama,samantaral,7.6,1016.0
4921,s7929,Movie,Samson,"Bruce MacDonald, Gabriel Sabloff","Taylor James, Billy Zane, Lindsay Wagner, Caitlin Leahy, Rutger Hauer, Jackson Rathbone, Brandon Auret, Frances Sholto-Douglas, Greg Kriek","South Africa, United States","December 14, 2018",2018,PG-13,109 min,"Action & Adventure, Dramas, Faith & Spirituality",The Biblical story of Samson becomes this sword-and-sandals epic about an Israelite warrior whose God-given brawn is undone by a beautiful temptress.,samson,tt6951892,movie,Samson,Samson,0.0,2018.0,,110,"Action,Drama",samson,4.5,5134.0
4922,s7932,Movie,Sanai Choughade,Rajeev Patil,"Shreyas Talpade, Subodh Bhave, Sai Tamhankar, Santosh Juvekar, Tushar Dalvi, Bharti Aacharekar",India,"January 1, 2018",2008,TV-14,122 min,"Comedies, Dramas, International Movies","In an effort to honor the family matriarch's dying wish, Urmila and her husband, Shrikant, embark on a quest to find a husband for charismatic yet choosey Sai. But some things are easier said than done.",sanai choughade,tt2624946,movie,Sanai Choughade,Sanai Choughade,0.0,2008.0,,120,Comedy,sanai choughade,6.9,108.0
4923,s7933,Movie,Sangam,Raj Kapoor,"Raj Kapoor, Vyjayanthimala, Rajendra Kumar, Lalita Pawar, Achala Sachdev, Hari Shivdasani, Raj Mehra, Iftekhar",India,"December 31, 2019",1964,TV-14,228 min,"Classic Movies, Dramas, International Movies","Returning home from war after being assumed dead, a pilot weds the woman he has long loved, unaware that she had been planning to marry his best friend.",sangam,tt0058547,movie,Sangam,Sangam,0.0,1964.0,,238,"Drama,Musical,Romance",sangam,7.3,2007.0
4924,s7933,Movie,Sangam,Raj Kapoor,"Raj Kapoor, Vyjayanthimala, Rajendra Kumar, Lalita Pawar, Achala Sachdev, Hari Shivdasani, Raj Mehra, Iftekhar",India,"December 31, 2019",1964,TV-14,228 min,"Classic Movies, Dramas, International Movies","Returning home from war after being assumed dead, a pilot weds the woman he has long loved, unaware that she had been planning to marry his best friend.",sangam,tt0400795,movie,Sangam,Sangam,0.0,1964.0,,120,Drama,sangam,8.3,25.0
4925,s7934,Movie,Santa Claws,Glenn Miller,"Nicola Lambo, Evan Boymel, John P. Fowler, Erica Duke, Ezra James Colbert",United States,"November 17, 2017",2014,TV-PG,86 min,"Children & Family Movies, Comedies","When a gift sack full of kittens gives Santa a bad allergic reaction, the kitties have to take over and deliver the presents on time.",santa claws,tt3922810,movie,Santa Claws,Santa Claws,0.0,2014.0,,86,"Family,Fantasy",santa claws,3.0,891.0
4926,s7935,Movie,Santa's Apprentice,Luc Vinciguerra,"Julie Gayet, Jean-Pierre Marielle, Lorànt Deutsch, Bruno Salomone, Pierre-François Martin-Laval, Didier Brice, Benoît Allemane, Nathan Simony, Daniela Duspara, Max Cullen","Australia, France, Ireland","December 20, 2015",2010,TV-G,72 min,Children & Family Movies,"Young orphan Nicolas learns how to guide a sleigh, slide down chimneys and other duties he'll need when he becomes the next Santa Claus.",santa's apprentice,tt1754455,movie,Santa's Apprentice,L'apprenti Père Noël,0.0,2010.0,,80,"Animation,Comedy,Family",santa's apprentice,6.3,584.0
4927,s7936,Movie,Sarah's Key,Gilles Paquet-Brenner,"Aidan Quinn, Kristin Scott Thomas, Frédéric Pierrot, Michel Duchaussoy, Dominique Frot, Niels Arestrup, Mélusine Mayance, Gisèle Casadesus, Natasha Mashkevich",France,"September 21, 2019",2010,PG-13,102 min,"Dramas, International Movies","Paris, 1942: To protect her brother from the police arresting Jewish families, a young girl hides him away, promising to come back for him.",sarah's key,tt1668200,movie,Sarah's Key,Elle s'appelait Sarah,0.0,2010.0,,111,"Drama,War",sarah's key,7.5,18312.0
4928,s7938,Movie,Sardaarji 2,Rohit Jugraj,"Jaswinder Bhalla, Sonam Bajwa, Diljit Dosanjh, Monica Gill","Australia, India","October 15, 2017",2016,TV-PG,145 min,"Action & Adventure, Comedies, International Movies",A simple farmer's life becomes complicated after he resolves to save his village from an economic crisis by traveling to Australia to earn money.,sardaarji 2,tt5701172,movie,Sardaarji 2,Sardaarji 2,0.0,2016.0,,145,"Adventure,Comedy",sardaarji 2,5.2,744.0
4929,s7939,Movie,Sarivar Sari,Gajendra Ahire,"Madhura Velankar, Mohan Joshi, Nina Kulkarni, Manasi Salvi, Milind Gunaji, Shreyas Talpade, Bharat Jadhav",India,"February 15, 2018",2005,TV-14,126 min,"Dramas, International Movies","Raised in working-class Mumbai, Manisha has an independent spirit that angers her father, who favors Manisha's medical student sister, Mini. Things reach a breaking point when Manisha's father beats her for accepting a modeling contract.",sarivar sari,tt0833533,movie,Sarivar Sari,Sarivar Sari,0.0,2005.0,,126,Drama,sarivar sari,7.5,48.0
4930,s7940,Movie,Sarvopari Palakkaran,Venugopan,"Anoop Menon, Alencier Ley Lopez, Balu Varghese, Aparna Balamurali, Anu Sithara, Gayathri Arun, Nandu, Chali Pala",India,"July 1, 2018",2017,TV-14,133 min,"Dramas, International Movies","In the course of a human trafficking investigation, a conservative cop crosses paths with an artist-activist in a clash of worldviews.",sarvopari palakkaran,tt6864588,movie,Sarvopari Palakkaran,Sarvopari Palakkaran,0.0,2017.0,,136,Comedy,sarvopari palakkaran,4.9,178.0
4931,s7941,Movie,Sat Sri Akal,Kamal Sahani,"Kimi Verma, Manpreet Singh, Arun Bali, Dolly Minhas, Avtar Gill, Manmeet Singh, Neelu Kohli, Vivek Shaq, Nirmal Rishi, Pooja Tandon",India,"January 30, 2019",2008,TV-14,141 min,"Dramas, Faith & Spirituality, International Movies","Based on true events, this moving story centers on a Punjabi family whose celebration of their faith endures in the face of conflicting attitudes.",sat sri akal,tt1797486,movie,Sat Sri Akal,Sat Sri Akal,0.0,2008.0,,136,"Drama,Family,Romance",sat sri akal,6.2,20.0
4932,s7942,Movie,Satan & Adam,V. Scott Balcerek,"Sterling Magee, Adam Gussow",United States,"June 1, 2019",2018,TV-MA,78 min,"Documentaries, Music & Musicals",An aging blues guitarist and a grad student form an unlikely duo while busking on the street corners of 1980s Harlem.,satan & adam,tt7445772,movie,Satan & Adam,Satan & Adam,0.0,2018.0,,80,"Documentary,Music",satan & adam,7.7,519.0
4933,s7943,TV Show,Satrangi,,Deepali Sahay,,"April 1, 2017",2014,TV-PG,1 Season,"Docuseries, International TV Shows",Young musicians from 13 states in India demonstrate their cultural heritage by performing regional folk music using traditional instruments.,satrangi,tt11328618,tvSeries,Satrangi,Satrangi,0.0,2014.0,,,"Documentary,Music",satrangi,,
4934,s7944,Movie,Satrangi Re,Aditya Sarpotdar,"Amruta Khanvilkar, Vidyadhar Joshi, Subodh Bhave",India,"March 15, 2018",2012,TV-14,150 min,"Dramas, International Movies, Music & Musicals","Friends in their last year of college contemplate the future of their band as they juggle questions of love, work, family and identity.",satrangi re,tt2182099,movie,Satrangi Re,Satrangi Re,0.0,2012.0,,135,"Music,Musical",satrangi re,6.7,55.0
4935,s7945,Movie,Satte Pe Satta,Raj N. Sippy,"Amitabh Bachchan, Hema Malini, Amjad Khan, Sachin, Shakti Kapoor, Ranjeeta Kaur, Paintal, Ranjeet",India,"December 31, 2019",1982,TV-14,153 min,"Comedies, Cult Movies, Dramas","The eldest of seven brothers who run a family farm together marries a pretty nurse, inspiring his country-bumpkin siblings to follow his example.",satte pe satta,tt0084630,movie,Satte Pe Satta,Satte Pe Satta,0.0,1982.0,,160,"Action,Comedy,Drama",satte pe satta,7.2,3835.0
4936,s7946,Movie,Saturday Church,Damon Cardasis,"Luka Kain, Regina Taylor, Margot Bingham, Marquis Rodriguez, Mj Rodriguez, Indya Moore, Alexia Garcia, Kate Bornstein, Peter Kim, Jaylin Fletcher",United States,"October 6, 2020",2017,TV-MA,83 min,"Dramas, LGBTQ Movies",A teen struggling with gender identity and family tensions seeks hope and support in New York City's underground LGBTQ ballroom community.,saturday church,tt5654600,movie,Saturday Church,Saturday Church,0.0,2017.0,,82,"Drama,Fantasy,Music",saturday church,6.4,1235.0
4937,s7947,Movie,Savage Dog,Jesse V. Johnson,"Scott Adkins, Juju Chan, Marko Zaror, Vladimir Kulich, Charles Fathy, Matthew Marsden, Keith David, Luke Massy",United States,"November 1, 2017",2017,TV-MA,95 min,"Action & Adventure, Independent Movies",A former professional boxer serving time in a brutal labor camp must fight incredible odds to gain his freedom and avenge an act of violence.,savage dog,tt5851014,movie,Savage Dog,Savage Dog,0.0,2017.0,,94,"Action,Drama",savage dog,5.0,3860.0
4938,s7948,Movie,Savage Raghda,Mahmoud Karim,"Ramez Galal, Riham Hagag, Bayyumi Fuad, Entessar, Ahmed Fathy, Mohammed Tharwat",Egypt,"June 13, 2019",2018,TV-MA,93 min,"Comedies, International Movies, Romantic Movies","Desperate to support his son, a single father uses his talent with makeup to dress up as a woman to try out for a part in a commercial.",savage raghda,tt8898498,movie,Savage Raghda,Raghdah Mutawahheshah,0.0,2018.0,,90,"Comedy,Family",savage raghda,5.2,772.0
4939,s7949,TV Show,Save Our Shelter,,"Rocky Kanaka, Rob North",United States,"August 18, 2018",2015,TV-G,1 Season,Reality TV,"Pet rescue expert Rocky Kanaka and renovation specialist Rob North travel across North America, transforming animal shelters to help homeless pets.",save our shelter,tt5011296,tvSeries,Save Our Shelter,Save Our Shelter,0.0,2015.0,,,Family,save our shelter,7.7,41.0
4940,s7950,Movie,Saving Mr. Banks,John Lee Hancock,"Emma Thompson, Tom Hanks, Paul Giamatti, Jason Schwartzman, Colin Farrell, Bradley Whitford, Annie Buckley, Ruth Wilson, B.J. Novak, Rachel Griffiths, Kathy Baker, Melanie Paxson, Andy McPhee, Jerry Hauck, Mia Serafino, Michelle Arthur, Demetrius Grosse, Steven Cabral, David Ross Paterson, Ronan Vibert, Luke Baines, Dendrie Taylor, Laura Waddell, Paul Tassone","United States, United Kingdom, Australia","March 2, 2019",2013,PG-13,126 min,"Comedies, Dramas","When Walt Disney sets his sights on obtaining the rights to the children's classic ""Mary Poppins,"" the book's author proves a tough nut to crack.",saving mr. banks,tt2140373,movie,Saving Mr. Banks,Saving Mr. Banks,0.0,2013.0,,125,"Biography,Comedy,Drama",saving mr. banks,7.5,173165.0
4941,s7951,Movie,Saving Zoë,Jeffrey G. Hunt,"Laura Marano, Vanessa Marano, Christopher Tavarez, Giorgia Whigham, Michael Provost, Nathaniel Buzolic, Ken Jeong, Annie Jacob, Evan Castelloe, Whitney Goin, Jason Davis",United States,"January 15, 2020",2019,R,95 min,Dramas,A reserved high school freshman acts out when she recovers a diary that offers clues to a secret world that could be behind her sister's murder.,saving zoë,tt7319822,movie,Saving Zoë,Saving Zoë,0.0,2019.0,,95,"Crime,Drama,Mystery",saving zoë,5.4,2395.0
4942,s7953,Movie,Scales: Mermaids Are Real,Kevan Peterson,"Emmy Perry, Morgan Fairchild, Elisabeth Röhm, Nikki Hahn, Jack Dylan Grazer, Stephen Snedden, Noree Victoria, Sterling Sulieman",United States,"January 23, 2020",2017,PG,93 min,Children & Family Movies,A seemingly ordinary girl learns she will turn into a mermaid on her 12th birthday and be forced to leave her life on land behind.,scales: mermaids are real,tt4526136,movie,Scales: Mermaids Are Real,Scales: Mermaids Are Real,0.0,2017.0,,92,"Adventure,Family,Fantasy",scales: mermaids are real,4.2,997.0
4943,s7955,Movie,Scandal in Sorrento,Dino Risi,"Vittorio De Sica, Sophia Loren, Lea Padovani, Antonio Cifariello, Tina Pica, Mario Carotenuto, Yoka Berretty, Virgilio Riento, Clara Crispo, Pasquale Misiano","Italy, France","November 13, 2020",1955,TV-PG,93 min,"Classic Movies, Comedies, Independent Movies","When a marshal moves back to his hometown, he finds a woman renting his property who refuses to leave but soon captures his affection.",scandal in sorrento,tt0050817,movie,Scandal in Sorrento,"Pane, amore e.....",0.0,1955.0,,92,"Comedy,Romance",scandal in sorrento,6.5,2641.0
4944,s7956,Movie,Scary Movie,Keenen Ivory Wayans,"Anna Faris, Jon Abrahams, Shannon Elizabeth, Shawn Wayans, Regina Hall, Marlon Wayans, Lochlyn Munro, Cheri Oteri, Carmen Electra, Dave Sheridan, Kurt Fuller, Rick Ducommun, James Van Der Beek, Keenen Ivory Wayans, Marissa Jaret Winokur, Dan Joffre",United States,"January 1, 2020",2000,R,88 min,"Comedies, Horror Movies","The Wayans brothers spoof some of Hollywood's biggest blockbusters, including Scream, I Know What You Did Last Summer, The Matrix and American Pie.",scary movie,tt0175142,movie,Scary Movie,Scary Movie,0.0,2000.0,,88,Comedy,scary movie,6.3,304511.0
4945,s7958,Movie,Schindler's List,Steven Spielberg,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Małgorzata Gebel, Shmulik Levy, Mark Ivanir, Beatrice Macola, Friedrich von Thun, Andrzej Seweryn",United States,"April 1, 2018",1993,R,195 min,"Classic Movies, Dramas","Oskar Schindler becomes an unlikely humanitarian, spending his entire fortune to help save 1,100 Jews from Auschwitz during World War II.",schindler's list,tt0108052,movie,Schindler's List,Schindler's List,0.0,1993.0,,195,"Biography,Drama,History",schindler's list,9.0,1529640.0
4946,s7959,Movie,School Daze,Spike Lee,"Laurence Fishburne, Giancarlo Esposito, Tisha Campbell-Martin, Kyme, Joe Seneca, Ellen Holly, Art Evans, Ossie Davis, Bill Nunn, James Bond III",United States,"November 1, 2020",1988,R,120 min,"Comedies, Dramas","At a Historically Black College, a student activist and his cousin pledging a fraternity navigate social divides amid parties, protests and conflicts.",school daze,tt0096054,movie,School Daze,School Daze,0.0,1988.0,,121,"Comedy,Drama,Musical",school daze,6.1,8469.0
4947,s7961,Movie,Scott Pilgrim vs. the World,Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Chris Evans, Anna Kendrick, Brie Larson, Alison Pill, Aubrey Plaza, Brandon Routh, Jason Schwartzman, Mark Webber, Mae Whitman, Johnny Simmons, Ellen Wong","United States, United Kingdom, Canada, Japan","September 16, 2018",2010,PG-13,112 min,"Action & Adventure, Comedies, Cult Movies","Dreamy delivery girl Ramona captures Scott Pilgrim's heart, but he must vanquish all seven of her evil exes in martial arts battles to win her love.",scott pilgrim vs. the world,tt0446029,movie,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,0.0,2010.0,,112,"Action,Comedy,Fantasy",scott pilgrim vs. the world,7.5,482963.0
